Player,Identifier,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Pts,G,Mins,PER,TS_pct,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG_pct,OWS,DWS,WS,WS48,OBPM,DBPM,BPM,VORP
Nick Johnson,johnsni01,2015,SG,22,HOU,28,0,9.4,0.9,2.7,0.347,0.2,0.8,0.238,0.8,1.9,0.389,0.38,0.6,0.9,0.68,0.5,0.9,1.4,0.4,0.3,0.1,0.7,1.2,2.6,28,262,4.8,0.43,0.28,0.333,5.5,10.9,8.2,6.3,1.3,0.9,18.1,17.4,-0.4,0.2,-0.1,-0.02,-6.1,-1.2,-7.3,-0.3
Tyler Johnson,johnsty01,2015,SG,22,MIA,32,2,18.8,2.2,5.2,0.419,0.6,1.5,0.375,1.6,3.7,0.437,0.473,1,1.5,0.681,0.4,2.1,2.5,1.3,1,0.3,0.9,1.3,5.9,32,603,12,0.506,0.287,0.281,2.9,13.1,8.1,11.3,2.9,1.3,13.8,17,0.1,0.7,0.8,0.06,-1.8,0.7,-1.1,0.1
Wesley Johnson,johnswe01,2015,SF,27,LAL,76,59,29.5,3.8,9.1,0.414,1.2,3.4,0.351,2.6,5.7,0.451,0.48,1.2,1.5,0.804,0.9,3.3,4.2,1.6,0.8,0.6,1.1,2.1,9.9,76,2245,11.1,0.509,0.375,0.162,3.2,12.9,7.8,8.6,1.3,1.6,10.5,16.4,1,0.7,1.7,0.037,-0.9,-0.6,-1.5,0.3
Dahntay Jones,jonesda02,2015,SF,34,LAC,33,0,3.7,0.2,0.6,0.286,0,0.1,0,0.2,0.5,0.353,0.286,0.3,0.3,0.818,0,0.3,0.3,0.1,0.1,0,0,0.7,0.6,33,123,1.9,0.406,0.19,0.524,0.9,9,5,2.1,1.2,0,3.7,9.8,0,0.1,0,0.013,-5.2,-1.3,-6.4,-0.1
James Jones,jonesja02,2015,SF,34,CLE,57,2,11.7,1.3,3.5,0.368,1.1,3.1,0.36,0.2,0.5,0.423,0.525,0.7,0.8,0.848,0.2,0.9,1.1,0.4,0.2,0.1,0.2,1.2,4.4,57,669,11.1,0.565,0.871,0.229,1.6,9,5.3,5.4,1,0.9,5.5,15.8,1.2,0.4,1.5,0.11,1.4,-2.8,-1.4,0.1
Perry Jones,jonespe01,2015,SF,23,OKC,43,13,14.7,1.7,4.3,0.397,0.3,1.4,0.233,1.4,2.9,0.476,0.435,0.6,0.9,0.649,0.1,1.6,1.8,0.4,0.4,0.2,0.6,1.2,4.3,43,631,6.9,0.459,0.326,0.201,1,11.7,6.5,4.2,1.4,1,10.7,15.3,-0.3,0.5,0.2,0.015,-4.2,-1.2,-5.4,-0.5
Terrence Jones,joneste01,2015,PF,23,HOU,33,24,26.9,4.8,9.1,0.528,0.4,1.1,0.351,4.4,7.9,0.553,0.55,1.7,2.8,0.606,2.4,4.3,6.7,1.1,0.5,1.8,1.1,2.4,11.7,33,889,18.3,0.567,0.124,0.314,9.7,17.6,13.7,6.9,1,5.2,9.8,18.4,1.7,1.3,3,0.16,-0.6,1.9,1.3,0.7
DeAndre Jordan,jordade01,2015,C,26,LAC,82,82,34.4,4.6,6.5,0.71,0,0,0.25,4.6,6.5,0.713,0.711,2.3,5.7,0.397,4.8,10.1,15,0.7,1,2.2,1.3,3,11.5,82,2820,21,0.638,0.007,0.882,16.2,32.4,24.5,3.2,1.5,5.4,12.8,13.6,7.4,5.4,12.8,0.217,0.9,3.2,4.1,4.3
Jerome Jordan,jordaje01,2015,C,28,BRK,44,0,8.7,1.1,2.1,0.532,0,0,,1.1,2.1,0.532,0.532,0.9,1,0.864,1.2,1.2,2.4,0.3,0.2,0.3,0.5,1.3,3.1,44,383,16.8,0.609,0,0.468,15.3,15.5,15.4,5.3,1.1,3.1,16.3,16.1,0.9,0.3,1.2,0.156,-0.2,0,-0.2,0.2
Cory Joseph,josepco01,2015,PG,23,SAS,79,14,18.3,2.6,5.2,0.504,0.2,0.6,0.364,2.4,4.6,0.52,0.523,1.3,1.8,0.734,0.6,1.9,2.4,2.4,0.6,0.2,0.8,1.3,6.8,79,1444,15.5,0.564,0.107,0.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17,2.7,1.8,4.5,0.149,0.2,0.5,0.7,1
Chris Kaman,kamanch01,2015,C,32,POR,74,13,18.9,3.8,7.4,0.515,0,0,,3.8,7.4,0.515,0.515,1,1.4,0.706,2,4.5,6.5,0.9,0.2,0.7,1.5,1.9,8.6,74,1398,17.3,0.537,0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,1.1,2.2,3.3,0.112,-2.5,1.1,-1.4,0.2
Enes Kanter,kanteen01,2015,C,22,TOT,75,74,28.5,6.4,12.4,0.519,0.2,0.6,0.356,6.2,11.8,0.528,0.528,2.4,3.1,0.782,3.7,5.3,8.9,0.7,0.5,0.4,1.9,2.5,15.5,75,2135,20.3,0.564,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,4.3,2.1,6.4,0.145,0.2,-2.3,-2.1,-0.1
Enes Kanter,kanteen01,2015,C,22,UTA,49,48,27.1,5.8,11.9,0.491,0.3,0.8,0.317,5.6,11,0.505,0.503,1.9,2.4,0.788,3,4.8,7.8,0.5,0.5,0.3,1.9,2.3,13.8,49,1326,17.5,0.535,0.07,0.203,12.9,20.5,16.7,3.8,0.9,1,12.8,25.1,1.4,1.3,2.7,0.099,-1.5,-2.6,-4.1,-0.7
Enes Kanter,kanteen01,2015,C,22,OKC,26,26,31.1,7.5,13.3,0.566,0.1,0.2,0.75,7.4,13.2,0.564,0.571,3.5,4.5,0.776,5,6,11,1.1,0.5,0.5,2,2.9,18.7,26,809,24.9,0.611,0.012,0.335,17.5,20.5,19,6.4,0.8,1.3,11.6,23.9,2.9,0.8,3.7,0.22,3,-1.7,1.2,0.7
Sergey Karasev,karasse01,2015,SG,21,BRK,33,16,16.8,1.6,4.1,0.403,0.5,1.6,0.296,1.2,2.4,0.475,0.463,0.9,1.2,0.763,0.7,1.3,2,1.4,0.7,0,0.7,1.4,4.6,33,555,10.5,0.508,0.403,0.284,4.5,8.9,6.7,12.3,2.1,0.1,13.7,14.4,0.3,0.4,0.7,0.061,-0.7,-0.5,-1.2,0.1
Ryan Kelly,kellyry01,2015,PF,23,LAL,52,34,23.7,2,5.9,0.337,0.9,2.6,0.336,1.1,3.4,0.337,0.409,1.5,1.8,0.832,0.3,2.6,2.8,1.8,0.6,0.5,0.7,2.3,6.4,52,1233,8.6,0.473,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14,0.4,0.3,0.7,0.027,-2.1,-0.8,-2.8,-0.3
Michael Kidd-Gilchrist,kiddgmi01,2015,SF,21,CHO,55,52,28.9,4.1,8.8,0.465,0,0,,4.1,8.8,0.465,0.465,2.7,3.9,0.701,2,5.6,7.6,1.4,0.5,0.7,1.1,2.1,10.9,55,1587,15.1,0.519,0,0.444,7.4,21.9,14.4,8.2,1,1.9,9.9,18.4,1.6,2.2,3.8,0.114,-2.2,1.3,-0.8,0.5
Sean Kilpatrick,kilpase01,2015,SG,25,MIN,4,0,18,1.8,5,0.35,1,3.3,0.308,0.8,1.8,0.429,0.45,1,1,1,0.3,1.3,1.5,1,0.8,0,0.5,0.8,5.5,4,72,10,0.506,0.65,0.2,1.5,8.2,4.8,8.5,2.1,0,8.4,14.6,0.1,0,0.1,0.033,-0.7,-3,-3.8,0
Andrei Kirilenko,kirilan01,2015,SF,33,BRK,7,0,5.1,0,0.7,0,0,0,,0,0.7,0,0,0.4,0.6,0.75,0.3,0.9,1.1,0.1,0.1,0,0.1,0.1,0.4,7,36,2.8,0.222,0,0.8,6.2,18.6,12.5,3.6,1.4,0,12.9,9.8,-0.1,0,0,-0.058,-8.1,-0.2,-8.3,-0.1
Alex Kirk,kirkal01,2015,C,23,CLE,5,0,2.8,0.2,0.8,0.25,0,0,,0.2,0.8,0.25,0.25,0.4,0.4,1,0.2,0,0.2,0.2,0,0,0,0.2,0.8,5,14,8.5,0.41,0,0.5,8.3,0,4.1,10.1,0,0,0,15.7,0,0,0,0.061,-3,-4.3,-7.4,0
Brandon Knight,knighbr03,2015,PG-SG,23,TOT,63,61,32.3,6,14.1,0.422,2,5.1,0.389,4,9,0.441,0.493,3.1,3.5,0.874,0.4,3.4,3.9,5.2,1.4,0.2,3,1.8,17,63,2035,17.1,0.543,0.361,0.251,1.6,12,6.8,27.4,2.3,0.4,16.1,25.9,2,2.5,4.5,0.106,1.7,-0.7,1.1,1.6
Brandon Knight,knighbr03,2015,PG,23,MIL,52,52,32.5,6.2,14.3,0.435,2,4.9,0.409,4.2,9.4,0.448,0.505,3.3,3.7,0.881,0.5,3.8,4.3,5.4,1.6,0.2,3.2,1.8,17.8,52,1688,18.5,0.556,0.341,0.26,1.8,13.1,7.5,28.6,2.5,0.5,16.7,26.6,2,2.4,4.4,0.124,2.3,-0.1,2.2,1.8
Brandon Knight,knighbr03,2015,SG,23,PHO,11,9,31.5,4.6,13,0.357,1.9,6.1,0.313,2.7,6.9,0.395,0.43,2.2,2.6,0.828,0.2,1.9,2.1,4.5,0.5,0.1,2.1,1.9,13.4,11,347,10.5,0.472,0.469,0.203,0.6,6.7,3.6,21.6,0.9,0.2,12.9,22.6,0,0.1,0.1,0.016,-1.1,-3.5,-4.5,-0.2
Kyle Korver,korveky01,2015,SG,33,ATL,75,75,32.2,3.9,8,0.487,2.9,6,0.492,0.9,2,0.47,0.671,1.4,1.6,0.898,0.2,3.9,4.1,2.6,0.7,0.6,1.4,1.9,12.1,75,2418,14.8,0.699,0.748,0.197,0.7,13.3,7.2,12.1,1.1,1.5,14.1,14.4,5,2.4,7.5,0.148,3.1,0.2,3.3,3.3
Kosta Koufos,koufoko01,2015,C,25,MEM,81,3,16.6,2.2,4.4,0.508,0,0,,2.2,4.4,0.508,0.508,0.7,1,0.647,1.5,3.8,5.3,0.5,0.4,0.8,0.9,1.8,5.2,81,1348,14.2,0.53,0,0.237,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,0.8,2.5,3.3,0.118,-3.4,1.9,-1.5,0.2
Ognjen Kuzmic,kuzmiog01,2015,C,24,GSW,16,0,4.5,0.5,0.8,0.667,0,0,,0.5,0.8,0.667,0.667,0.3,0.3,1,0.4,0.6,1.1,0.4,0.1,0.1,0.3,0.8,1.3,16,72,12.9,0.727,0,0.333,10.8,14.5,12.7,11.1,1.4,1,26.7,11.3,0.2,0.1,0.3,0.171,-0.3,1,0.8,0.1
Jeremy Lamb,lambje01,2015,SG,22,OKC,47,8,13.5,2.2,5.3,0.416,0.8,2.4,0.342,1.4,3,0.475,0.492,1,1.2,0.891,0.2,2.1,2.3,0.9,0.4,0.1,0.6,1.1,6.3,47,633,14.9,0.538,0.444,0.22,1.4,16.5,9.1,10.9,1.7,0.7,9,20.5,1,0.7,1.6,0.123,0,-1.6,-1.6,0.1
Carl Landry,landrca01,2015,PF,31,SAC,70,15,17,2.7,5.3,0.515,0,0,,2.7,5.3,0.515,0.515,1.8,2.1,0.82,1.4,2.4,3.8,0.4,0.2,0.2,0.8,1.9,7.2,70,1192,14.9,0.578,0,0.407,9.8,15.5,12.8,3.6,0.6,1.1,11,18.1,2.3,0.5,2.8,0.112,-1,-2.6,-3.6,-0.5
Shane Larkin,larkish01,2015,PG,22,NYK,76,22,24.5,2.5,5.7,0.433,0.5,1.5,0.302,2,4.2,0.481,0.473,0.8,1,0.782,0.4,1.9,2.3,3,1.2,0.1,1.1,2,6.2,76,1865,10.9,0.504,0.269,0.181,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,0.8,0.9,1.7,0.045,-1.6,-0.7,-2.4,-0.2
Joffrey Lauvergne,lauvejo01,2015,C,23,DEN,24,1,11.2,1.5,3.7,0.404,0.1,0.7,0.188,1.4,3,0.452,0.421,0.8,1.2,0.643,1.1,2.1,3.2,0.5,0.3,0.4,0.9,1.8,3.9,24,268,10.5,0.459,0.18,0.315,10.5,20.9,15.5,7.5,1.5,2.9,17.8,19.9,-0.2,0.3,0.1,0.012,-4.2,0.7,-3.6,-0.1
Zach LaVine,lavinza01,2015,PG,19,MIN,77,40,24.7,3.7,8.8,0.422,0.7,2.2,0.341,3,6.6,0.449,0.465,1.9,2.3,0.842,0.4,2.4,2.8,3.6,0.7,0.1,2.5,2.1,10.1,77,1902,11.3,0.515,0.247,0.261,1.6,11.6,6.4,24,1.4,0.4,20.4,22,-0.7,0,-0.7,-0.018,-1.7,-2.7,-4.5,-1.2
Ty Lawson,lawsoty01,2015,PG,27,DEN,75,75,35.5,5.4,12.3,0.436,0.9,2.7,0.341,4.5,9.6,0.463,0.474,3.5,4.8,0.73,0.6,2.6,3.1,9.6,1.2,0.1,2.5,1.7,15.2,75,2665,18.5,0.526,0.221,0.392,1.6,8.1,4.7,43,1.7,0.3,14.6,20.6,6,1,7,0.126,2.7,-2.1,0.5,1.7
Ricky Ledo,ledori01,2015,SG,22,TOT,17,0,14.4,1.9,5.6,0.333,0.6,1.6,0.37,1.3,4.1,0.319,0.385,0.9,1.3,0.727,0.9,1.2,2.1,1.1,0.4,0.1,1.5,1.2,5.3,17,244,6.3,0.426,0.281,0.229,7.4,9.7,8.5,13,1.3,0.3,19.7,24.8,-0.6,0,-0.6,-0.112,-4.9,-3,-7.9,-0.4
Ricky Ledo,ledori01,2015,SG,22,DAL,5,0,2.2,0,1.2,0,0,0.6,0,0,0.6,0,0,0.2,0.4,0.5,0.2,0.2,0.4,0.2,0,0,0.4,0.2,0.2,5,11,-22.5,0.073,0.5,0.333,9.9,10,10,11.1,0,0,22.5,36,-0.2,0,-0.2,-0.72,-20.6,-5.5,-26.1,-0.1
Ricky Ledo,ledori01,2015,SG,22,NYK,12,0,19.4,2.7,7.5,0.356,0.8,2,0.417,1.8,5.5,0.333,0.411,1.3,1.7,0.75,1.3,1.6,2.8,1.5,0.5,0.1,2,1.7,7.4,12,233,7.6,0.45,0.267,0.222,7.2,9.7,8.4,13.1,1.4,0.4,19.5,24.3,-0.4,0,-0.4,-0.083,-4.1,-2.9,-7.1,-0.3
Courtney Lee,leeco01,2015,SG,29,MEM,77,74,30.6,3.7,8.4,0.448,1.2,2.9,0.402,2.6,5.4,0.473,0.518,1.4,1.7,0.86,0.3,2,2.3,2,1,0.2,1,1.7,10.1,77,2354,11.5,0.555,0.348,0.201,1,7.6,4.3,9.8,1.7,0.4,10,15.2,2.5,2.4,4.8,0.099,0.3,0.2,0.5,1.5
David Lee,leeda02,2015,PF,31,GSW,49,4,18.4,3.3,6.4,0.511,0,0,0,3.3,6.3,0.514,0.511,1.4,2.1,0.654,1.7,3.6,5.2,1.7,0.6,0.5,1,1.7,7.9,49,904,17.8,0.541,0.006,0.332,10,20.3,15.3,13.7,1.7,2.1,12,19.6,1.6,1.6,3.2,0.168,-0.6,2,1.4,0.8
Malcolm Lee,leema01,2015,SG,24,PHI,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,2,-19.7,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,-0.527,-21.9,-6.7,-28.5,0
Alex Len,lenal01,2015,C,21,PHO,69,44,22,2.6,5.1,0.507,0,0,0.333,2.6,5.1,0.509,0.508,1.1,1.5,0.702,2.1,4.5,6.6,0.5,0.5,1.5,1.1,3.1,6.3,69,1518,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-3.3,2.3,-1,0.4
Kawhi Leonard,leonaka01,2015,SF,23,SAS,64,64,31.8,6.2,12.8,0.479,1,3,0.349,5.1,9.8,0.519,0.52,3.2,3.9,0.802,1.3,5.9,7.2,2.5,2.3,0.8,1.5,2,16.5,64,2033,22,0.567,0.234,0.307,4.8,20.6,12.9,13,3.7,1.8,9.4,23,4.2,4.4,8.6,0.204,2.6,3.5,6.1,4.1
Meyers Leonard,leoname01,2015,C,22,POR,55,7,15.4,2.3,4.5,0.51,0.9,2,0.42,1.4,2.4,0.586,0.606,0.5,0.6,0.938,0.8,3.7,4.5,0.6,0.2,0.3,0.7,2.1,5.9,55,847,14.8,0.631,0.457,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,1.6,1.2,2.8,0.158,0.1,0,0.2,0.5
Jon Leuer,leuerjo01,2015,PF,25,MEM,63,6,13.1,1.9,4.3,0.443,0.1,0.5,0.241,1.8,3.9,0.467,0.456,0.6,0.9,0.627,0.8,2.5,3.3,0.7,0.3,0.1,0.6,1.4,4.5,63,824,11.9,0.478,0.106,0.216,7,21.7,14.3,8.8,1.1,0.9,10.5,18.6,0.2,1.2,1.3,0.078,-3.1,0,-3.1,-0.2
Damian Lillard,lillada01,2015,PG,24,POR,82,82,35.7,7.2,16.6,0.434,2.4,7,0.343,4.8,9.6,0.5,0.506,4.2,4.9,0.864,0.6,4,4.6,6.2,1.2,0.3,2.7,2,21,82,2925,20.7,0.56,0.421,0.293,1.8,11.8,6.9,29,1.7,0.5,12.6,26.9,7.3,3.3,10.6,0.174,5,0,5.1,5.2
Jeremy Lin,linje01,2015,PG,26,LAL,74,30,25.8,3.7,8.8,0.424,0.9,2.4,0.369,2.9,6.5,0.444,0.473,2.9,3.6,0.795,0.4,2.3,2.6,4.6,1.1,0.4,2.2,2.6,11.2,74,1907,15.6,0.539,0.269,0.41,1.4,10.2,5.7,28.6,2.2,1.4,17.7,21.9,1.8,0.8,2.7,0.068,0.5,-1.3,-0.8,0.6
Shaun Livingston,livinsh01,2015,PG,29,GSW,78,2,18.8,2.5,5.1,0.5,0,0,0,2.5,5.1,0.503,0.5,0.8,1.2,0.714,0.6,1.8,2.3,3.3,0.6,0.3,1.3,1.4,5.9,78,1468,12.9,0.529,0.005,0.23,3.3,10,6.7,24.2,1.6,1,19,15.9,1.5,1.8,3.3,0.107,-2.1,0.4,-1.7,0.1
Brook Lopez,lopezbr01,2015,C,26,BRK,72,44,29.2,7,13.7,0.513,0,0.1,0.1,7,13.6,0.517,0.513,3.1,3.8,0.814,3,4.5,7.4,0.7,0.6,1.8,1.4,2.9,17.2,72,2100,22.7,0.558,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,4.7,2.2,7,0.159,0.5,-0.3,0.2,1.1
Robin Lopez,lopezro01,2015,C,26,POR,59,59,27.8,4,7.4,0.535,0,0,0,4,7.4,0.537,0.535,1.7,2.2,0.772,3.2,3.5,6.7,0.9,0.3,1.4,1.2,2.1,9.6,59,1638,16.2,0.574,0.002,0.291,12.7,13.1,12.9,5.1,0.5,3.7,12.9,15.5,3.2,1.9,5.1,0.15,0.1,2,2.1,1.7
Kevin Love,loveke01,2015,PF,26,CLE,75,75,33.8,5.5,12.7,0.434,1.9,5.2,0.367,3.6,7.5,0.48,0.509,3.4,4.3,0.804,1.9,7.9,9.7,2.2,0.7,0.5,1.6,1.9,16.4,75,2532,18.8,0.562,0.412,0.337,6.5,26.3,16.6,10.7,1,1.2,10,21.7,5.8,2.9,8.7,0.165,2,-0.1,1.9,2.5
Kyle Lowry,lowryky01,2015,PG,28,TOR,70,70,34.5,6.1,14.9,0.412,1.9,5.6,0.338,4.3,9.3,0.457,0.476,3.6,4.5,0.808,0.8,3.9,4.7,6.8,1.6,0.2,2.5,3,17.8,70,2414,19.3,0.527,0.375,0.299,2.6,13.1,7.8,32.4,2.3,0.4,12.8,25.4,5.1,2,7.1,0.141,4.2,-0.6,3.6,3.4
Kalin Lucas,lucaska01,2015,PG,25,MEM,1,0,6,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,1,0,0,1,0,1,6,-0.7,0,0,0,0,0,0,0,8.7,0,0,7.6,0,0,0,-0.057,-7.9,6.6,-1.3,0
John Lucas III,lucasjo02,2015,PG,32,DET,21,0,13,2,5,0.404,0.4,1.4,0.31,1.6,3.6,0.44,0.447,0.2,0.2,1,0.2,0.6,0.8,2.9,0.4,0,0.8,0.9,4.7,21,272,13,0.461,0.279,0.048,1.5,5,3.2,36,1.5,0,13.1,19.9,0.2,0.1,0.3,0.058,-1.1,-4.4,-5.5,-0.2
Shelvin Mack,macksh01,2015,PG,24,ATL,55,0,15.1,2.1,5.3,0.401,0.7,2.3,0.315,1.4,3,0.467,0.469,0.5,0.6,0.806,0.1,1.3,1.4,2.8,0.5,0,0.9,0.6,5.4,55,833,13.2,0.489,0.435,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,0.5,0.8,1.3,0.075,-0.9,-2.2,-3.1,-0.2
Ian Mahinmi,mahinia01,2015,C,28,IND,61,6,18.8,1.9,3.5,0.552,0,0,,1.9,3.5,0.552,0.552,0.5,1.7,0.304,1.7,4.1,5.8,0.5,0.5,0.8,1,2.8,4.3,61,1146,10.8,0.516,0,0.481,10.2,24,17.2,4.4,1.3,3.1,18.7,12.5,0.1,2,2.1,0.09,-3.8,2.6,-1.2,0.2
Devyn Marble,marblde01,2015,SG,22,ORL,16,7,13,0.9,2.8,0.318,0.3,1.4,0.182,0.6,1.4,0.455,0.364,0.3,1,0.313,0.3,1.6,1.9,1.1,0.6,0.1,0.6,0.9,2.3,16,208,5.9,0.362,0.5,0.364,2.7,14.4,8.4,11.5,2.2,0.8,15,13.1,-0.3,0.2,-0.1,-0.031,-4.7,0.2,-4.5,-0.1
Shawn Marion,mariosh01,2015,SF,36,CLE,57,24,19.3,2.1,4.7,0.446,0.2,0.8,0.261,1.9,3.9,0.484,0.468,0.5,0.6,0.765,1.1,2.4,3.5,0.9,0.5,0.5,0.6,1,4.8,57,1101,11,0.489,0.172,0.127,6.8,14.2,10.5,6.9,1.3,1.9,10.5,12.9,0.8,0.9,1.7,0.074,-2,0.7,-1.3,0.2
Kendall Marshall,marshke01,2015,PG,23,MIL,28,3,14.9,1.6,3.6,0.455,0.6,1.6,0.391,1,2,0.509,0.545,0.3,0.3,0.889,0.1,0.9,1,3.1,0.8,0,1.3,0.9,4.2,28,417,12.4,0.562,0.455,0.089,0.6,7.1,3.8,31.1,2.6,0,25,15.1,0.3,0.5,0.8,0.088,-1.7,-2.4,-4.1,-0.2
Cartier Martin,martica01,2015,SF,30,DET,23,0,8.6,0.7,2.3,0.283,0.3,1.4,0.182,0.4,0.9,0.45,0.34,0,0,,0,0.9,0.9,0.5,0.1,0,0.2,0.9,1.6,23,198,1.6,0.34,0.623,0,0,11.4,5.5,8,0.8,0.4,8.6,13,-0.3,0.1,-0.2,-0.053,-5.5,-1.6,-7.1,-0.3
Kenyon Martin,martike01,2015,PF,37,MIL,11,0,9.5,0.8,2,0.409,0,0,,0.8,2,0.409,0.409,0.2,0.2,1,0.5,1.2,1.7,0.5,0.5,0.5,0.3,1.2,1.8,11,104,10,0.437,0,0.091,6.7,14.2,10.5,7,2.5,4.9,11.6,11.2,0,0.2,0.2,0.086,-4.4,3.6,-0.8,0
Kevin Martin,martike02,2015,SG,31,MIN,39,36,33.4,6.8,16,0.427,1.9,4.9,0.393,4.9,11.1,0.442,0.487,4.4,4.9,0.881,0.5,3.2,3.6,2.3,0.8,0,1.9,1.9,20,39,1302,16.7,0.549,0.306,0.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,2,-0.1,1.9,0.069,1.8,-3.9,-2.1,0
Wesley Matthews,matthwe02,2015,SG,28,POR,60,60,33.7,5.6,12.5,0.448,2.9,7.4,0.389,2.7,5.1,0.534,0.563,1.8,2.4,0.752,0.6,3.1,3.7,2.3,1.3,0.2,1.4,2.2,15.9,60,2024,16.1,0.586,0.592,0.193,2.1,9.5,5.9,10.8,1.9,0.4,9,19.8,4,2.2,6.2,0.147,3.8,0.1,3.9,3
Jason Maxiell,maxieja01,2015,PF,31,CHO,61,0,14.4,1.3,3.1,0.422,0,0,,1.3,3.1,0.422,0.422,0.7,1.2,0.577,1.4,1.9,3.3,0.3,0.3,0.7,0.5,1.6,3.3,61,878,10.4,0.455,0,0.37,10.5,15.1,12.7,3.4,1.1,4,11.5,13.1,0.1,1.2,1.4,0.074,-4.5,1.9,-2.6,-0.1
O.J. Mayo,mayooj01,2015,SG,27,MIL,71,15,23.9,4.2,9.9,0.422,1.4,3.9,0.357,2.8,6,0.465,0.493,1.6,2,0.827,0.4,2.2,2.6,2.8,0.8,0.3,1.8,2.3,11.4,71,1697,13.5,0.529,0.395,0.198,2,10.5,6.3,19.4,1.7,0.9,14.4,23.6,0.9,1.9,2.8,0.079,0,-1.3,-1.3,0.3
Luc Mbah a Moute,mbahalu01,2015,PF,28,PHI,67,61,28.6,3.7,9.5,0.395,0.9,3,0.307,2.8,6.5,0.435,0.443,1.4,2.4,0.589,1.2,3.7,4.9,1.6,1.2,0.3,1.5,1.6,9.9,67,1916,10.6,0.466,0.318,0.256,4.4,14.6,9.3,9.8,2.1,0.9,12.3,18.3,-0.9,2,1.1,0.027,-3.2,0.1,-3.2,-0.6
James Michael McAdoo,mcadoja01,2015,PF,22,GSW,15,0,9.1,1.6,2.9,0.545,0,0,,1.6,2.9,0.545,0.545,0.9,1.7,0.56,1,1.5,2.5,0.1,0.3,0.6,0.4,1.4,4.1,15,137,17.7,0.564,0,0.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,0.2,0.3,0.5,0.177,-2.3,0.5,-1.8,0
Ray McCallum,mccalra01,2015,PG,23,SAC,68,30,21.1,3,6.9,0.438,0.5,1.6,0.306,2.5,5.3,0.479,0.474,0.8,1.2,0.679,0.8,1.9,2.6,2.8,0.7,0.2,1.3,1.4,7.4,68,1436,12.5,0.496,0.236,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,0.8,0.5,1.4,0.045,-0.4,-1.3,-1.7,0.1
C.J. McCollum,mccolcj01,2015,SG,23,POR,62,3,15.7,2.6,5.9,0.436,0.9,2.2,0.396,1.7,3.6,0.46,0.511,0.8,1.2,0.699,0.2,1.2,1.5,1,0.7,0.1,0.8,1.3,6.8,62,973,13.1,0.534,0.381,0.2,1.6,8.3,5,10.3,2.3,0.6,10.8,20.5,0.7,1.1,1.8,0.089,-0.4,-0.3,-0.7,0.3
K.J. McDaniels,mcdankj01,2015,SG,21,TOT,62,15,21.8,2.8,7,0.396,0.7,2.4,0.287,2.1,4.6,0.454,0.446,1.6,2.1,0.752,1,2.2,3.2,1.2,0.7,1.1,1.7,2,7.9,62,1352,10.6,0.494,0.346,0.306,5,11.4,8,9.3,1.6,4.2,17.6,19.3,-0.9,1.5,0.6,0.02,-3.8,1.1,-2.7,-0.2
K.J. McDaniels,mcdankj01,2015,SG,21,PHI,52,15,25.4,3.2,8.1,0.399,0.8,2.8,0.293,2.4,5.2,0.456,0.45,1.9,2.5,0.756,1.2,2.5,3.8,1.3,0.8,1.3,2,2.3,9.2,52,1319,10.8,0.499,0.351,0.313,5,11.3,8,9.3,1.7,4.2,17.9,19.2,-0.8,1.4,0.6,0.023,-3.7,1.2,-2.5,-0.2
K.J. McDaniels,mcdankj01,2015,SG,21,HOU,10,0,3.3,0.5,1.5,0.333,0,0.3,0,0.5,1.2,0.417,0.333,0.1,0.2,0.5,0.1,0.4,0.5,0.2,0,0.2,0.1,0.5,1.1,10,33,4.6,0.346,0.2,0.133,3.4,13.3,8.4,9.9,0,4.7,5.9,22.2,-0.1,0,0,-0.061,-8.4,-1.3,-9.7,-0.1
